inst_74731,app_67,machine_906
inst_97285,app_5438,machine_2254
inst_46386,app_618,machine_5586
inst_18468,app_4909,machine_3191
inst_92929,app_2491,machine_4083
inst_8991,app_1153,machine_975
inst_41077,app_4698,machine_886
inst_81017,app_4616,machine_2725
inst_41653,app_5551,machine_5393
inst_26640,app_4717,machine_5983
inst_63483,app_9228,machine_3920
inst_46130,app_6683,machine_5358
inst_38861,app_3994,machine_1222
inst_9296,app_6725,machine_5277
inst_19950,app_6230,machine_2310
inst_78282,app_1066,machine_5048
inst_23998,app_5283,machine_5139
inst_86337,app_3250,machine_3477
inst_8567,app_5362,machine_1509
inst_57679,app_6486,machine_831
inst_36312,app_1524,machine_984
inst_56301,app_4815,machine_3855
inst_81489,app_6269,machine_3481
inst_28161,app_2938,machine_1498
inst_8506,app_6035,machine_2135
inst_8144,app_6976,machine_3332
inst_81498,app_2668,machine_4104
inst_5348,app_9269,machine_1681
inst_17637,app_3774,machine_482
inst_93768,app_4608,machine_4770
inst_56085,app_4085,machine_5221
inst_55436,app_8478,machine_1237
inst_46413,app_963,machine_3264
inst_20552,app_3327,machine_5546
inst_80699,app_7235,machine_4114
inst_44870,app_4760,machine_4247
inst_85442,app_6109,machine_4846
inst_13436,app_5264,machine_3234
inst_97257,app_6405,machine_4460
inst_24940,app_3804,machine_4690
inst_1822,app_8028,machine_5574
inst_61662,app_4504,machine_3529
inst_97949,app_3283,machine_470
inst_19477,app_3414,machine_5271
inst_25179,app_798,machine_4169
inst_4429,app_9095,machine_45
inst_43737,app_8450,machine_2632
inst_17291,app_1405,machine_507
inst_7774,app_4039,machine_2581
inst_94188,app_7067,machine_4100
inst_52354,app_8312,machine_4968
inst_34047,app_5876,machine_4024
inst_26989,app_5576,machine_1770
inst_20768,app_5876,machine_3515
inst_59894,app_5264,machine_4209
inst_31237,app_9095,machine_3131
inst_2190,app_8101,machine_5701
inst_99060,app_5705,machine_4264
inst_22092,app_1483,machine_2712
inst_17962,app_8967,machine_1768
inst_5985,app_7097,machine_3113
inst_74588,app_4877,machine_460
inst_26831,app_9095,machine_3774
inst_82142,app_5054,machine_5003
inst_48112,app_1012,machine_1797
inst_92282,app_2262,machine_2367
inst_52464,app_3321,machine_3661
inst_22828,app_782,machine_3825
inst_36228,app_6503,machine_1771
inst_40207,app_5388,machine_5866
inst_67497,app_4998,machine_4997
inst_66453,app_8842,machine_4690
inst_11781,app_8151,machine_4280
inst_19486,app_7963,machine_3170
inst_95870,app_8447,machine_4956
inst_86509,app_1328,machine_4324
inst_78797,app_3252,machine_3867
inst_45213,app_3590,machine_910
inst_70210,app_9095,machine_1417
inst_69888,app_2054,machine_5038
inst_4204,app_2751,machine_1853
inst_26172,app_2602,machine_5017
inst_6616,app_2710,machine_1178
inst_38042,app_5418,machine_308
inst_31570,app_9283,machine_3981
inst_26745,app_1405,machine_2464
inst_84436,app_3657,machine_4935
inst_27115,app_2692,machine_3989
inst_37241,app_8816,machine_4626
inst_25297,app_2486,machine_4119
inst_28786,app_3096,machine_5265
inst_99646,app_2487,machine_5486
inst_27723,app_6123,machine_3813
inst_71242,app_6095,machine_1854
inst_66300,app_7956,machine_5877
inst_84006,app_4050,machine_5417
inst_82092,app_7708,machine_2842
inst_16789,app_7376,machine_4048
inst_6347,app_2876,machine_3007
inst_66545,app_238,machine_2700
inst_8984,app_4559,machine_4959
inst_4186,app_1497,machine_3517
inst_81611,app_1778,machine_4034
inst_23834,app_8524,machine_498
inst_15232,app_3654,machine_5171
inst_13105,app_6269,machine_3515
inst_14500,app_2224,machine_3393
inst_98101,app_8554,machine_1428
inst_29097,app_880,machine_660
inst_13374,app_4221,machine_3295
inst_48106,app_6564,machine_2756
inst_56239,app_3879,machine_2481
inst_85379,app_8805,machine_4741
inst_34255,app_5299,machine_5261
inst_96560,app_5864,machine_4530
inst_4420,app_147,machine_4357
inst_95833,app_8725,machine_3105
inst_65253,app_4286,machine_2892
inst_28388,app_3851,machine_4622
inst_61956,app_4860,machine_2721
inst_60179,app_5222,machine_2554
inst_25534,app_1123,machine_2919
inst_52487,app_6117,machine_3399
inst_73093,app_9095,machine_5082
inst_44403,app_310,machine_899
inst_17411,app_5453,machine_5277
inst_46439,app_9145,machine_261
inst_57754,app_3132,machine_5519
inst_16312,app_6137,machine_1110
inst_36368,app_6785,machine_2084
inst_96909,app_2490,machine_425
inst_70225,app_301,machine_3636
inst_36200,app_3047,machine_3997
inst_13794,app_8648,machine_1512
inst_78498,app_4091,machine_4123
inst_9876,app_8722,machine_3254
inst_1878,app_271,machine_2424
inst_50847,app_8123,machine_1403
inst_97474,app_9207,machine_5787
inst_65076,app_7171,machine_3663
inst_14311,app_4551,machine_670
inst_10248,app_7035,machine_3681
inst_91574,app_7067,machine_5334
inst_39415,app_2048,machine_2450
inst_96500,app_4237,machine_3438
inst_79102,app_7154,machine_2560
inst_83204,app_3839,machine_5084
inst_79320,app_1637,machine_3684
inst_25321,app_1884,machine_5658
inst_76914,app_5538,machine_3364
inst_73055,app_662,machine_268
inst_77568,app_3994,machine_4006
inst_16160,app_1343,machine_1955
inst_54602,app_2718,machine_4635
inst_2792,app_7369,machine_3708
inst_46273,app_8223,machine_5423
inst_70270,app_9047,machine_5324
inst_93163,app_270,machine_3198
inst_17659,app_7316,machine_1056
inst_92255,app_3470,machine_3060
inst_70767,app_4825,machine_5918
inst_77801,app_4558,machine_3354
inst_18058,app_8588,machine_1321
inst_87967,app_5267,machine_4804
inst_56740,app_4698,machine_4997
inst_33673,app_8014,machine_3243
inst_76798,app_7733,machine_5610
inst_92836,app_1728,machine_332
inst_5087,app_1152,machine_721
inst_85886,app_2668,machine_3183
inst_46028,app_7304,machine_2555
inst_62289,app_2692,machine_4295
inst_10515,app_7085,machine_3606
inst_12809,app_1045,machine_5417
inst_65940,app_958,machine_2654
inst_68562,app_8737,machine_820
inst_84623,app_942,machine_5747
inst_59872,app_4193,machine_3170
inst_87612,app_9095,machine_5125
inst_29557,app_6726,machine_4353
inst_37212,app_3145,machine_4210
inst_32158,app_1059,machine_2307
inst_95488,app_5439,machine_2122
inst_67240,app_5264,machine_2013
inst_80683,app_5903,machine_1957
inst_75595,app_6303,machine_1249
inst_53007,app_6242,machine_4249
inst_14179,app_7028,machine_3640
inst_71030,app_1222,machine_5278
inst_35222,app_7870,machine_3396
inst_92870,app_7851,machine_460
inst_5187,app_3878,machine_3261
inst_43126,app_4996,machine_3346
inst_57537,app_3199,machine_254
inst_67628,app_2954,machine_3902
inst_62115,app_2186,machine_5343
inst_91098,app_8840,machine_3893
inst_15578,app_936,machine_1900
inst_92465,app_8312,machine_1292
inst_39385,app_3612,machine_359
inst_50003,app_9234,machine_5702
inst_27135,app_3085,machine_2374
inst_90652,app_6147,machine_4073
inst_91887,app_5063,machine_1126
inst_76080,app_7255,machine_1369
inst_68001,app_1781,machine_3376
inst_68919,app_747,machine_4847
inst_84303,app_70,machine_5474
inst_32338,app_4825,machine_2175
inst_8390,app_929,machine_4339
inst_94132,app_7857,machine_4418
inst_52358,app_1640,machine_5103
inst_8496,app_5919,machine_3114
inst_96321,app_7733,machine_5610
inst_27971,app_7394,machine_1585
inst_78180,app_8816,machine_4921
inst_36373,app_8273,machine_351
inst_41107,app_6999,machine_2702
inst_60808,app_2272,machine_2409
inst_38002,app_9077,machine_4416
inst_22940,app_4808,machine_3060
inst_81156,app_9269,machine_3308
inst_54150,app_2129,machine_2198
inst_21893,app_1639,machine_5420
inst_2486,app_9197,machine_324
inst_3300,app_6347,machine_3114
inst_84795,app_5627,machine_3258
inst_11374,app_3590,machine_46
inst_78594,app_3731,machine_3087
inst_12665,app_661,machine_5457
inst_16961,app_5366,machine_2537
inst_31080,app_4760,machine_5031
inst_90328,app_3343,machine_2546
inst_72364,app_8469,machine_3884
inst_61864,app_4730,machine_4976
inst_5460,app_379,machine_1256
inst_84328,app_1310,machine_2720
inst_90969,app_1642,machine_3427
inst_3970,app_6564,machine_1564
inst_44215,app_1229,machine_1541
inst_38770,app_4193,machine_3272
inst_86923,app_8754,machine_3396
inst_50711,app_1222,machine_1790
inst_19607,app_1195,machine_3891
inst_88568,app_8223,machine_5572
inst_23943,app_3443,machine_353
inst_75295,app_8476,machine_3606
inst_56950,app_2913,machine_4126
inst_18133,app_5022,machine_1350
inst_26950,app_4262,machine_3496
inst_23497,app_4170,machine_5103
inst_17073,app_1778,machine_21
inst_83588,app_3388,machine_2538
inst_35506,app_1778,machine_1302
inst_96875,app_7998,machine_5171
inst_90522,app_1536,machine_1730
inst_61522,app_5630,machine_4426
inst_34064,app_5476,machine_4732
inst_54855,app_3637,machine_5776
inst_54337,app_4825,machine_1362
inst_62001,app_6393,machine_3891
inst_78686,app_7426,machine_928
inst_75491,app_4608,machine_4581
inst_15299,app_1602,machine_4910
inst_14251,app_3712,machine_5702
inst_56923,app_5784,machine_2148
inst_68983,app_5889,machine_963
inst_64447,app_6659,machine_5764
inst_67072,app_7713,machine_1598
inst_37918,app_8536,machine_3005
inst_63494,app_1599,machine_4409
inst_1286,app_8347,machine_3130
inst_5900,app_97,machine_2854
inst_40961,app_4815,machine_1849
inst_21309,app_1464,machine_1463
inst_7557,app_1728,machine_4104
inst_38640,app_5878,machine_2028
inst_92501,app_3355,machine_4450
inst_93426,app_230,machine_4127
inst_61162,app_5067,machine_2254
inst_21189,app_1884,machine_5486
inst_87776,app_3534,machine_2092
inst_98337,app_2353,machine_4512
inst_64291,app_6959,machine_3792
inst_88062,app_726,machine_5312
inst_44018,app_3879,machine_3699
inst_14239,app_902,machine_4515
inst_44437,app_2498,machine_1278
inst_84191,app_1654,machine_3657
inst_53797,app_2485,machine_1545
inst_28555,app_1705,machine_3572
inst_10713,app_4453,machine_1609
inst_89974,app_3250,machine_5372
inst_87469,app_1494,machine_5660
inst_52285,app_4698,machine_1809
inst_27253,app_1426,machine_904
inst_62720,app_7067,machine_3047
inst_23761,app_8822,machine_4832
inst_73643,app_5820,machine_3044
inst_71007,app_1014,machine_5249
inst_28040,app_9112,machine_765
inst_57216,app_3487,machine_811
inst_3671,app_5172,machine_4974
inst_60457,app_2739,machine_367
inst_39944,app_4169,machine_3421
inst_53668,app_8842,machine_1917
inst_73112,app_9049,machine_2297
inst_14377,app_147,machine_5497
inst_49094,app_1884,machine_5159
inst_95967,app_1773,machine_3644
inst_36390,app_9095,machine_2996
inst_96350,app_6593,machine_4581
inst_4353,app_238,machine_2145
inst_9539,app_1778,machine_4974
inst_81137,app_8343,machine_3555
inst_83798,app_6136,machine_5601
inst_70326,app_4262,machine_1730
inst_9535,app_5271,machine_3888
inst_33905,app_3409,machine_5327
inst_39314,app_4217,machine_573
inst_11314,app_469,machine_1162
inst_45676,app_1206,machine_1342
inst_31016,app_8842,machine_3486
inst_87099,app_3665,machine_5049
inst_56813,app_4650,machine_3191
inst_55324,app_774,machine_5393
inst_17813,app_782,machine_4842
inst_69072,app_5854,machine_4416
inst_6666,app_1884,machine_1087
inst_25325,app_1494,machine_1919
inst_98106,app_4039,machine_4943
inst_46462,app_8695,machine_4146
inst_80421,app_6020,machine_4169
inst_34385,app_5463,machine_4653
inst_73729,app_782,machine_2801
inst_79501,app_8816,machine_4213
inst_51821,app_8144,machine_4187
inst_17636,app_312,machine_4461
inst_26324,app_8476,machine_4874
inst_6222,app_7414,machine_2299
inst_74871,app_2665,machine_4297
inst_4215,app_614,machine_4472
inst_5731,app_9269,machine_2201
inst_30405,app_7268,machine_2375
inst_92015,app_8297,machine_5324
inst_55809,app_3486,machine_5848
inst_68739,app_1884,machine_4142
inst_79936,app_2487,machine_3304
inst_10503,app_798,machine_657
inst_52511,app_1443,machine_4701
inst_36955,app_1425,machine_4803
inst_6871,app_60,machine_3326
inst_80788,app_8324,machine_2016
inst_47626,app_8470,machine_3790
inst_15478,app_3821,machine_2930
inst_77409,app_1343,machine_4551
inst_71285,app_1310,machine_2740
inst_87810,app_3327,machine_3430
inst_59788,app_491,machine_3325
inst_88586,app_5429,machine_617
inst_27044,app_3982,machine_4173
inst_2950,app_2657,machine_5631
inst_64449,app_1222,machine_1136
inst_31393,app_8138,machine_593
inst_14853,app_8331,machine_1237
inst_23251,app_2913,machine_3083
inst_25562,app_5232,machine_1556
inst_82126,app_1509,machine_23
inst_72320,app_1101,machine_506
inst_25768,app_5880,machine_5343
inst_44597,app_4114,machine_1957
inst_88451,app_4911,machine_3902
inst_19024,app_7889,machine_5972
inst_34901,app_6442,machine_3825
inst_35552,app_7486,machine_744
inst_31939,app_5699,machine_3047
inst_96104,app_4772,machine_183
inst_45209,app_3106,machine_5291
inst_99932,app_2815,machine_542
inst_32405,app_8718,machine_5634
inst_66305,app_1728,machine_1056
inst_66789,app_4085,machine_5043
inst_24153,app_9011,machine_3795
inst_46760,app_6723,machine_3151
inst_1634,app_6807,machine_1249
inst_82858,app_3213,machine_2738
inst_49444,app_2767,machine_5924
inst_5690,app_6976,machine_4885
inst_40081,app_8030,machine_3232
inst_45156,app_8038,machine_2448
inst_26146,app_3286,machine_984
inst_21133,app_6334,machine_4146
inst_39399,app_1821,machine_2527
inst_3717,app_2692,machine_5973
inst_8892,app_1624,machine_557
inst_45606,app_1060,machine_1130
inst_41711,app_798,machine_4932
inst_41943,app_2189,machine_3183
inst_86947,app_4425,machine_3897
inst_36817,app_2486,machine_3346
inst_38270,app_3994,machine_1440
inst_35670,app_3327,machine_4387
inst_81307,app_6163,machine_1055
inst_26360,app_1017,machine_1170
inst_88735,app_5418,machine_5372
inst_85420,app_9011,machine_5644
inst_44087,app_8138,machine_5521
inst_73170,app_8554,machine_4542
inst_47859,app_483,machine_3761
inst_44631,app_3478,machine_805
inst_35701,app_3344,machine_4783
inst_80497,app_3290,machine_3454
inst_70568,app_3158,machine_3078
inst_79453,app_7025,machine_1957
inst_62329,app_5585,machine_4405
inst_48218,app_8569,machine_2959
inst_89575,app_5022,machine_5391
inst_47431,app_4678,machine_2982
inst_92738,app_7067,machine_3542
inst_67073,app_7338,machine_2614
inst_13932,app_4331,machine_467
inst_38561,app_3422,machine_2053
inst_75664,app_71,machine_3802
inst_13982,app_5366,machine_1179
inst_15012,app_4568,machine_5924
inst_2535,app_3747,machine_5434
inst_50816,app_8740,machine_2172
inst_85295,app_4663,machine_4439
inst_45736,app_5297,machine_4060
inst_60800,app_7071,machine_5327
inst_14753,app_8853,machine_1621
inst_85300,app_7891,machine_5324
inst_65195,app_4454,machine_1098
inst_26297,app_2249,machine_3439
inst_57568,app_5386,machine_4335
inst_51719,app_4302,machine_4859
inst_37911,app_4808,machine_2583
inst_68270,app_8139,machine_1352
inst_147,app_1097,machine_787
inst_3931,app_1222,machine_1404
inst_70139,app_6911,machine_4805
inst_54464,app_1734,machine_1769
inst_6455,app_3994,machine_5878
inst_60338,app_2964,machine_3457
inst_34043,app_1154,machine_2505
inst_77525,app_9165,machine_499
inst_38570,app_7394,machine_3142
inst_96905,app_2242,machine_1955
inst_36643,app_6269,machine_4740
inst_26380,app_1778,machine_5806
inst_98192,app_2486,machine_810
inst_69959,app_1900,machine_3518
inst_27696,app_8489,machine_2937
inst_15591,app_8967,machine_2563
inst_77617,app_464,machine_5982
inst_82766,app_9156,machine_3472
inst_77582,app_1222,machine_4171
inst_17194,app_6911,machine_3636
inst_91221,app_2692,machine_5510
inst_36460,app_6421,machine_994
inst_27074,app_7921,machine_5391
inst_56320,app_9052,machine_2533
inst_92557,app_8529,machine_1694
inst_22388,app_1579,machine_1168
inst_99798,app_8191,machine_2068
inst_85275,app_1879,machine_3781
inst_79235,app_2486,machine_3047
inst_29441,app_6327,machine_3379
inst_89870,app_3590,machine_5206
inst_3442,app_2166,machine_4495
inst_41128,app_2745,machine_480
inst_71599,app_3250,machine_3647
inst_41549,app_7257,machine_4537
inst_74949,app_4210,machine_2673
inst_88822,app_1447,machine_5497
inst_86431,app_3487,machine_3265
inst_4859,app_2706,machine_4794
inst_43423,app_5264,machine_2356
inst_70291,app_6911,machine_4434
inst_76902,app_7486,machine_4062
inst_25741,app_4749,machine_2021
inst_16028,app_1639,machine_5448
inst_1340,app_9158,machine_5696
inst_29019,app_3283,machine_5217
inst_39981,app_5651,machine_1975
inst_5034,app_798,machine_2982
inst_19699,app_2319,machine_2596
inst_92098,app_963,machine_3854
inst_65687,app_1890,machine_933
inst_37825,app_6801,machine_660
inst_22781,app_1639,machine_1821
inst_61022,app_2272,machine_4792
inst_85066,app_7677,machine_3239
inst_65435,app_2692,machine_1760
inst_22174,app_3321,machine_566
inst_54410,app_7071,machine_3459
inst_95915,app_1062,machine_1301
inst_39256,app_8967,machine_2750
inst_72412,app_4161,machine_3080
inst_20099,app_4656,machine_1990
inst_59874,app_776,machine_1711
inst_16207,app_2767,machine_1499
inst_48928,app_5401,machine_642
inst_93828,app_678,machine_4596
inst_88400,app_1899,machine_4699
inst_20695,app_1599,machine_5013
inst_83879,app_7443,machine_1202
inst_62735,app_3327,machine_2894
inst_84503,app_7700,machine_982
inst_16099,app_8653,machine_874
inst_54512,app_3370,machine_2069
inst_6505,app_1169,machine_4622
inst_82849,app_2957,machine_1133
inst_18238,app_1855,machine_234
inst_64040,app_2874,machine_4627
inst_9044,app_6393,machine_2143
inst_44505,app_1639,machine_4392
inst_41978,app_5418,machine_4306
inst_59054,app_6710,machine_1494
inst_51485,app_4568,machine_5467
inst_25936,app_7217,machine_4699
inst_86432,app_6834,machine_5695
inst_70748,app_4881,machine_4561
inst_41598,app_3414,machine_4705
inst_15386,app_7651,machine_1315
inst_25930,app_2668,machine_2597
inst_49748,app_6694,machine_2538
inst_32045,app_7441,machine_2918
inst_22423,app_7356,machine_3710
inst_20672,app_3494,machine_5799
inst_98610,app_5834,machine_3398
inst_9115,app_5095,machine_3264
inst_75943,app_7217,machine_3174
inst_99792,app_4210,machine_4728
inst_73663,app_2907,machine_636
inst_39889,app_9139,machine_2429
inst_58994,app_4677,machine_1599
inst_62005,app_260,machine_5771
inst_28961,app_290,machine_1852
inst_50780,app_8884,machine_4242
inst_7209,app_6469,machine_5357
inst_16480,app_3873,machine_791
inst_31070,app_344,machine_1849
inst_54266,app_4700,machine_5933
inst_33151,app_2616,machine_1045
inst_831,app_1121,machine_2088
inst_94265,app_5379,machine_506
inst_62398,app_4573,machine_35
inst_64268,app_541,machine_2597
inst_53305,app_9110,machine_2595
inst_95748,app_376,machine_455
inst_45534,app_7733,machine_4602
inst_38463,app_793,machine_4707
inst_18226,app_9068,machine_2152
inst_26233,app_1488,machine_3080
inst_75216,app_7613,machine_3902
inst_19246,app_8500,machine_5310
inst_77096,app_1515,machine_1220
inst_64622,app_147,machine_4460
inst_26241,app_1547,machine_5628
inst_85147,app_2487,machine_3644
inst_64695,app_8191,machine_1242
inst_36818,app_3048,machine_5334
inst_16084,app_8716,machine_5936
inst_39184,app_2319,machine_4378
inst_7614,app_1238,machine_5115
inst_74433,app_4085,machine_5699
inst_42848,app_8554,machine_4697
inst_6699,app_2485,machine_3537
inst_36407,app_7067,machine_4339
inst_60882,app_4825,machine_4386
inst_48419,app_5511,machine_657
inst_3999,app_2486,machine_3800
inst_85857,app_2831,machine_1555
inst_3207,app_4698,machine_5423
inst_58925,app_3164,machine_59
inst_47910,app_2224,machine_5073
inst_19626,app_4471,machine_2425
inst_92269,app_7001,machine_1027
inst_67496,app_5607,machine_5118
inst_50528,app_3183,machine_729
inst_84539,app_1067,machine_4438
inst_79974,app_798,machine_2772
inst_17348,app_2185,machine_538
inst_28113,app_3657,machine_3342
inst_1610,app_7255,machine_4653
inst_35758,app_125,machine_5165
inst_67796,app_5871,machine_506
inst_1773,app_7428,machine_5277
inst_94731,app_4039,machine_5254
inst_89278,app_5438,machine_162
inst_68328,app_1222,machine_1322
inst_40286,app_6683,machine_2709
inst_1912,app_7067,machine_427
inst_82293,app_2485,machine_3430
inst_92106,app_585,machine_4183
inst_37133,app_4608,machine_1221
inst_65566,app_7980,machine_3076
inst_91750,app_3721,machine_4872
inst_41007,app_5656,machine_3200
inst_99432,app_7443,machine_438
inst_13678,app_8767,machine_4347
inst_99219,app_7300,machine_227
inst_57976,app_5772,machine_5577
inst_84221,app_1858,machine_2531
inst_56550,app_7648,machine_3928
inst_29862,app_6659,machine_4605
inst_49013,app_2700,machine_1883
inst_76053,app_2486,machine_1077
inst_71175,app_122,machine_5048
inst_24107,app_5905,machine_3499
inst_12712,app_7443,machine_5555
inst_41321,app_2767,machine_2768
inst_46570,app_2290,machine_5500
inst_83234,app_3199,machine_5343
inst_25980,app_463,machine_1609
inst_27239,app_9188,machine_5418
inst_52696,app_6911,machine_3080
inst_72585,app_7733,machine_1744
inst_18467,app_2248,machine_4104
inst_36394,app_7266,machine_5118
inst_96506,app_7980,machine_4656
inst_91054,app_6745,machine_3029
inst_92894,app_1952,machine_2703
inst_67466,app_6911,machine_1655
inst_91827,app_7001,machine_5563
inst_1742,app_3906,machine_5460
inst_54485,app_4690,machine_191
inst_17792,app_8833,machine_4732
inst_96164,app_8684,machine_4292
inst_75226,app_6520,machine_2017
inst_51853,app_1639,machine_4148
inst_35923,app_2485,machine_378
inst_98175,app_734,machine_4323
inst_1138,app_6306,machine_3029
inst_26990,app_6381,machine_3113
inst_103,app_147,machine_3886
inst_22168,app_2125,machine_2820
inst_62496,app_3657,machine_4986
inst_88099,app_4428,machine_4932
inst_21074,app_6162,machine_5894
inst_35675,app_4475,machine_3428
inst_13484,app_2224,machine_4357
inst_8369,app_4698,machine_4829
inst_50320,app_3637,machine_5159
inst_64152,app_6123,machine_872
inst_10456,app_1723,machine_3530
inst_90722,app_6123,machine_2119
inst_29381,app_491,machine_5491
inst_73425,app_5438,machine_3807
inst_9112,app_2613,machine_5801
inst_1722,app_1915,machine_1961
inst_25212,app_2272,machine_5228
inst_42548,app_3512,machine_1342
inst_2500,app_1777,machine_5700
inst_37514,app_1040,machine_421
inst_68714,app_8386,machine_5325
inst_16641,app_5022,machine_397
inst_89057,app_7394,machine_741
inst_51129,app_5011,machine_4939
inst_44975,app_940,machine_3083
inst_49131,app_888,machine_2897
inst_48777,app_7836,machine_4715
inst_20452,app_3349,machine_2468
inst_213,app_832,machine_5834
inst_97679,app_4349,machine_633
inst_4362,app_478,machine_1667
inst_47134,app_1901,machine_5591
inst_82210,app_4231,machine_4950
inst_50285,app_4048,machine_779
inst_71096,app_3355,machine_1394
inst_59591,app_3382,machine_3065
inst_71839,app_4231,machine_964
inst_70204,app_7370,machine_2292
inst_86229,app_2668,machine_4069
inst_65397,app_7426,machine_4962
inst_87431,app_1143,machine_3455
inst_79115,app_8870,machine_5180
inst_49294,app_6976,machine_5513
inst_40261,app_7522,machine_4270
inst_28025,app_1703,machine_5286
inst_2307,app_4508,machine_1445
inst_45693,app_2185,machine_618
inst_2762,app_2489,machine_4804
inst_60321,app_6381,machine_1824
inst_18214,app_2786,machine_5633
inst_20689,app_782,machine_1847
inst_30793,app_9163,machine_1537
inst_68704,app_28,machine_5502
inst_98297,app_1541,machine_5903
inst_31366,app_5900,machine_5921
inst_84777,app_3470,machine_4416
inst_33237,app_1776,machine_5978
inst_64673,app_3199,machine_3515
inst_11548,app_4825,machine_3398
inst_49913,app_7935,machine_3295
inst_16770,app_6771,machine_5990
inst_71568,app_290,machine_3929
inst_81714,app_2487,machine_811
inst_63254,app_3864,machine_1789
inst_99115,app_5974,machine_3403
inst_98586,app_4018,machine_5115
inst_34402,app_1310,machine_5992
inst_12461,app_7889,machine_4179
inst_26675,app_4877,machine_596
inst_84159,app_1778,machine_824
inst_5231,app_4179,machine_479
inst_3315,app_6815,machine_1329
inst_56028,app_3009,machine_5462
inst_22888,app_338,machine_4221
inst_50679,app_3104,machine_2878
inst_14709,app_6911,machine_1437
inst_42823,app_8680,machine_3825
inst_84026,app_4059,machine_1189
inst_6237,app_3321,machine_4457
inst_67535,app_5970,machine_3421
inst_6908,app_4825,machine_3016
inst_91672,app_2293,machine_3726
inst_25823,app_7486,machine_4460
inst_8686,app_3795,machine_5508
inst_68862,app_3321,machine_2728
inst_24237,app_2137,machine_3232
inst_11347,app_6240,machine_2937
inst_8675,app_7426,machine_3083
inst_40445,app_3604,machine_5283
inst_83912,app_8767,machine_315
inst_54336,app_1243,machine_3222
inst_95763,app_7564,machine_373
inst_34458,app_4026,machine_791
inst_18765,app_2917,machine_1444
inst_74866,app_6474,machine_495
inst_6077,app_293,machine_2113
inst_74383,app_4379,machine_4654
inst_48197,app_5820,machine_4316
inst_47540,app_2485,machine_2984
inst_79358,app_8842,machine_3041
inst_95206,app_3336,machine_2627
inst_31151,app_3095,machine_1148
inst_34812,app_6381,machine_3814
inst_28808,app_5127,machine_5036
inst_47437,app_3077,machine_3062
inst_60147,app_2480,machine_4335
inst_79738,app_6744,machine_3580
inst_55770,app_3327,machine_4846
inst_22861,app_2168,machine_2831
inst_61009,app_5264,machine_4622
inst_26716,app_8253,machine_2878
inst_84762,app_731,machine_3512
inst_66852,app_8671,machine_3418
inst_20840,app_5531,machine_3588
inst_20566,app_3771,machine_2736
inst_3514,app_6269,machine_3867
inst_38819,app_2486,machine_1923
inst_73060,app_5375,machine_1130
inst_15392,app_7200,machine_5241
inst_89200,app_3221,machine_471
inst_74211,app_5264,machine_5331
inst_67303,app_7443,machine_3784
inst_31420,app_3864,machine_4701
inst_11158,app_7151,machine_3766
inst_95313,app_7959,machine_86
inst_99693,app_3283,machine_2801
inst_99213,app_7067,machine_4704
inst_11035,app_4289,machine_5423
inst_65583,app_6421,machine_1994
inst_90043,app_4855,machine_2934
inst_81056,app_7928,machine_4622
inst_49479,app_1723,machine_4072
inst_15475,app_6659,machine_4145
inst_64630,app_4698,machine_2221
inst_9888,app_2485,machine_4105
inst_69715,app_2767,machine_3258
inst_12798,app_6047,machine_3258
inst_57998,app_8564,machine_4794
inst_47203,app_5295,machine_5023
inst_65349,app_8144,machine_3815
inst_98308,app_938,machine_4183
inst_19696,app_4869,machine_3574
inst_93074,app_135,machine_2612
inst_29345,app_6317,machine_4501
inst_587,app_9269,machine_3989
inst_76302,app_4819,machine_4001
inst_97246,app_1602,machine_3462
inst_85434,app_5705,machine_4469
inst_92335,app_5436,machine_2742
inst_65733,app_4568,machine_815
inst_86304,app_7599,machine_5134
inst_4169,app_6226,machine_2894
inst_27280,app_9049,machine_4347
inst_43078,app_3108,machine_4667
inst_9761,app_6336,machine_4032
inst_70957,app_8321,machine_3473
inst_85412,app_8242,machine_5972
inst_94460,app_1654,machine_837
inst_75841,app_3876,machine_824
inst_94198,app_5165,machine_1564
inst_79736,app_608,machine_4110
inst_74515,app_8852,machine_225
inst_78019,app_2455,machine_2292
inst_12173,app_1391,machine_1993
inst_7607,app_7067,machine_3309
inst_81069,app_7935,machine_5708
inst_54026,app_1616,machine_2477
inst_20805,app_5643,machine_843
inst_90515,app_6393,machine_3886
inst_80636,app_2495,machine_1900
inst_63755,app_3778,machine_4972
inst_5286,app_8215,machine_5786
inst_31560,app_6351,machine_3694
inst_10952,app_9066,machine_4929
inst_12125,app_3327,machine_810
inst_26404,app_3189,machine_3222
inst_38625,app_122,machine_1110
inst_4759,app_3375,machine_4507
inst_50090,app_147,machine_3499
inst_43822,app_3213,machine_5303
inst_88955,app_782,machine_4828
inst_66375,app_3790,machine_1126
inst_26659,app_3487,machine_5860
inst_18657,app_4161,machine_4204
inst_95217,app_5861,machine_2549
inst_95324,app_491,machine_1208
inst_58452,app_9077,machine_4387
inst_13652,app_8925,machine_669
inst_41832,app_3565,machine_409
inst_20446,app_2710,machine_2627
inst_43192,app_3951,machine_98
inst_74463,app_2353,machine_2020
inst_21638,app_614,machine_706
inst_20332,app_2486,machine_4627
inst_51286,app_3655,machine_5384
inst_59144,app_3788,machine_1743
inst_9100,app_1731,machine_4414
inst_89124,app_5362,machine_5626
